saleID,subSaleID,productID,price,amount
tvurknstrz,kvrrbbifuq,daypbgxdsu,969.99,1
tvurknstrz,xhaxytuqlk,ufizrqmcnz,838.16,2
tvurknstrz,ynkppcisxs,aeiiirbira,528.15,3
tvurknstrz,prmpxamvve,hujabqxjbq,1104.96,3
ikwsmekhzb,uqdtzpcyqo,gqauymxoil,17.27,1
ikwsmekhzb,ktxdebabej,ouyomtrqsf,1637.76,3
ikwsmekhzb,hhhzslnfnv,pvtttuzuqm,478.61,1
mserhvwddy,npllzbkxop,havfgxnxwb,1323.44,2
ogzsexfdbe,igcjftlewu,pslqokhkwt,1045.3,2
ogzsexfdbe,aykqzywjbp,yqnqnpcxfn,141.51,3
ogzsexfdbe,oxghpcymcc,qpfwkzalba,770.83,1
ogzsexfdbe,wwbzyhwtmy,hywirrmcmh,666.02997,3
ptdmziqxda,onnkeggcns,gqauymxoil,51.81,3
ptdmziqxda,oabbrpcjqf,qaabvqrndq,1816.62,2
ptdmziqxda,tszrmswgcj,umqckywtbf,898.28,1
ptdmziqxda,ghunpvtbbd,kwnqpaldst,1886.66,2
ptdmziqxda,kygoqkbdhv,wopgsqsend,825.61,1
ptdmziqxda,iwlowonvqn,pfckiyechh,1460.28,2
ptdmziqxda,gxpaurhdjr,nioxlhovwf,437.13,3
ptdmziqxda,pwjdakjtcm,scveixvebh,15.86,1
jhndctblqw,chxatdzjod,pslqokhkwt,522.65,1
jhndctblqw,bktwoenyzt,zfzmokajnu,437.13,3
jhndctblqw,fmooxrcufn,yqnqnpcxfn,94.34,2
jhndctblqw,wzepwkwwwj,cgggjydrgj,1955.5,2
jhndctblqw,mrrjwqusdl,wobeptuhiq,437.88,2
jhndctblqw,ifjubecfaj,crxfnkdgoa,16.93,1
jhndctblqw,wkezvilxjq,zatdeilrwe,880.23,3
jhndctblqw,gaydwynyri,qosncjbhqn,2255.16,3
bfbixvldmm,mzdhgbhugg,dalmmfpvow,2890.41,3
bfbixvldmm,zoqhjzscbv,tlapdvabfb,989.18,1
bfbixvldmm,dearfwwrfq,yprcyqmabx,2579.31,3
bfbixvldmm,dmjcteschm,isncesjins,2215.02,3
bfbixvldmm,ndxhgauebp,yugunlpxfn,316.06,2
bfbixvldmm,zfxpfaqiew,bslpfalfjn,1694.5499,3
kcalqrjbvm,uwjdxikowu,woaggfiste,507.61,1
zdscscgymt,gwljvskxuu,xkfpajqnng,2256.66,3
zdscscgymt,rgeyokkmix,sgcbpggrvu,1751.92,2
zdscscgymt,yyavwofipo,tjtmgiqrby,1671.82,2
zdscscgymt,owvxfeybag,hrqdleybae,313.44,2
zdscscgymt,cpygbiyrmk,licnolpgjg,999.26,2
zdscscgymt,hjjgtsfbac,savtibjtpf,156.96,1
hnuphkzqgi,zlzjieklce,lldpseauge,2581.1099,3
cwrqucathk,nygjfgmpvd,fnpxibnzdf,2631.6,3
